Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL36,OUT013,1815.186
FDP21,OUT013,2894.7317
FDW16,OUT045,1347.1718
FDX02,OUT017,4123.316
FDQ58,OUT027,3518.316
FDT51,OUT046,1673.237
FDD59,OUT049,1113.3036
NCM42,OUT018,1815.975
FDA57,OUT018,549.2478
FDZ48,OUT035,2338.8005
FDE46,OUT045,1830.2682
NCZ30,OUT019,849.9293
FDB56,OUT017,3256.1519
FDA25,OUT027,2390.1885
FDD20,OUT013,1538.8488
FDL25,OUT013,1149.1183
NCO18,OUT049,2665.7332
FDJ45,OUT017,555.9161
FDR12,OUT035,2776.1267
NCF19,OUT010,147.1242
FDK25,OUT046,4203.023
NCR17,OUT046,1763.2194
FDC52,OUT046,2183.6816
NCA54,OUT017,2795.6323
FDR45,OUT010,656.7541
NCM19,OUT049,2267.6084
FDF39,OUT027,5844.6045
FDX23,OUT049,835.3344
FDD58,OUT027,3203.0264
FDX28,OUT013,1954.388
NCD31,OUT013,2909.1924
FDU57,OUT018,2179.439
FDI27,OUT046,968.7492
NCM42,OUT046,1685.404
FDD32,OUT027,2077.1426
FDI34,OUT013,3523.6943
NCM29,OUT049,2133.668
FDG46,OUT018,1790.9546
DRC01,OUT010,113.1901
FDB15,OUT027,4077.5
NCA17,OUT027,3451.67
FDF10,OUT046,3201.272
FDR26,OUT027,4864.758
FDI02,OUT049,1695.1594
NCM54,OUT010,367.7099
FDF14,OUT013,2206.179
FDJ33,OUT010,205.3601
FDM20,OUT035,5805.6733
FDC03,OUT027,6274.6543
NCX05,OUT046,2532.9648
NCM41,OUT027,2791.7424
NCU29,OUT010,413.2109
FDQ59,OUT017,1239.536
FDH46,OUT010,231.167
FDH09,OUT013,645.0236
NCD06,OUT045,836.344
FDC15,OUT035,2427.3855
DRD37,OUT027,1061.0366
FDT28,OUT027,3390.4607
FDR28,OUT027,3633.6772
FDT38,OUT017,1341.6678
FDV34,OUT027,1874.4686
FDY52,OUT035,820.4046
FDB34,OUT013,1218.8286
DRL23,OUT018,1596.774
DRB24,OUT046,2566.5056
FDJ50,OUT046,1153.9299
FDQ49,OUT035,2485.0913
FDP20,OUT035,1508.2778
FDV19,OUT027,4926.4707
NCR54,OUT045,2933.3706
FDO09,OUT010,662.2052
FDS57,OUT018,1941.526
FDN10,OUT049,1658.6039
FDV23,OUT049,1863.4442
FDY28,OUT049,3887.7793
DRG51,OUT013,2233.3193
FDD45,OUT019,312.5547
NCL18,OUT027,4903.6226
NCM29,OUT013,2346.1484
FDF17,OUT027,4373.7065
FDE22,OUT017,3045.2744
FDQ22,OUT017,497.7804
FDS01,OUT013,3319.7112
FDW35,OUT027,889.3925
FDJ33,OUT046,1870.5192
NCF54,OUT035,2984.0002
FDE09,OUT013,1097.9017
NCE06,OUT045,2061.3616
DRH49,OUT049,754.4389
FDY43,OUT045,2532.4705
NCT05,OUT017,4827.124
FDZ34,OUT045,5051.84
FDL38,OUT017,1863.7322
FDZ31,OUT017,3596.344
FDR14,OUT035,615.0474
NCN54,OUT049,927.4265
NCC42,OUT027,3573.9185
FDK08,OUT017,1108.8387
FDP59,OUT013,1391.6289
FDV22,OUT035,3388.0408
FDD33,OUT035,3256.7217
DRE60,OUT027,8318.037
FDK52,OUT046,4008.3503
FDA02,OUT017,1507.109
FDM56,OUT049,1300.0913
FDE57,OUT035,2714.464
FDM32,OUT045,1221.812
NCQ30,OUT027,3090.0403
FDQ27,OUT027,2526.3486
FDT60,OUT027,3463.1587
FDU43,OUT049,4776.433
NCO55,OUT035,2111.9878
FDG02,OUT045,2622.7935
FDJ28,OUT013,2720.1687
FDP40,OUT045,1479.8048
FDJ38,OUT045,2679.323
NCC54,OUT017,4606.2183
NCZ41,OUT046,1915.688
FDK38,OUT019,529.3661
FDU52,OUT013,2255.5588
FDC40,OUT046,1092.5654
NCR30,OUT017,867.4433
NCN18,OUT017,2211.6147
FDB50,OUT035,1348.4219
FDG04,OUT013,3238.7424
FDR26,OUT035,2494.3513
NCT17,OUT018,2915.8928
FDX35,OUT027,5999.232
FDS12,OUT046,2374.8206
NCZ29,OUT027,4586.0957
FDB38,OUT010,304.4805
FDP12,OUT013,663.2116
FDP22,OUT046,700.1302
FDS26,OUT018,4633.4917
FDR52,OUT046,3075.6638
DRJ13,OUT046,4326.7266
FDU48,OUT027,4163.561
FDE29,OUT035,1314.9668
NCT29,OUT049,1842.2776
DRK37,OUT018,3150.272
FDK55,OUT046,989.874
FDR07,OUT046,1355.2197
FDO21,OUT027,4953.5093
FDK46,OUT049,4648.9897
FDB12,OUT045,2170.3198
FDT31,OUT027,2870.2898
FDJ33,OUT045,2005.4346
FDC26,OUT027,3033.2217
NCQ02,OUT045,3352.0442
FDP08,OUT010,637.1944
FDB11,OUT027,5213.8706
FDV55,OUT013,2943.6558
FDW20,OUT049,2294.2952
NCJ18,OUT019,454.1711
FDC41,OUT018,1022.8965
FDE14,OUT027,1820.5898
FDG35,OUT013,2225.4854
FDF45,OUT035,1121.258
FDS19,OUT027,2585.3716
FDS58,OUT019,338.1549
FDA26,OUT017,4297.42
FDM32,OUT049,959.8602
FDL45,OUT046,2600.5627
FDZ55,OUT049,4331.8687
FDY37,OUT049,2550.718
FDO46,OUT046,2244.315
FDQ60,OUT046,2032.4072
FDA19,OUT018,1900.288
FDL15,OUT046,2597.069
FDM10,OUT018,3556.599
NCL05,OUT017,622.688
DRK49,OUT010,56.1596
NCE18,OUT027,7465.4814
FDG40,OUT049,595.1608
DRI59,OUT045,4479.479
FDK28,OUT035,4490.9473
NCD06,OUT019,170.5309
FDO11,OUT019,345.0312
FDK27,OUT046,1804.122
FDT43,OUT027,1126.7213
FDD38,OUT018,626.2708
FDA16,OUT049,4010.6775
FDL14,OUT027,3853.1409
NCM17,OUT049,525.2159
FDD20,OUT045,2076.962
FDA40,OUT045,1399.8022
FDL43,OUT045,1244.7863
FDV15,OUT045,2103.06
FDE52,OUT046,1645.1702
NCL17,OUT010,317.2815
NCJ31,OUT045,4217.1934
FDR60,OUT045,571.2173
NCA18,OUT035,1472.7095
FDS21,OUT027,1841.63
FDW09,OUT035,1422.0387
FDL26,OUT035,2984.2507
FDS47,OUT018,1231.372
FDC39,OUT046,2974.8796
FDT51,OUT035,1667.8198
FDK40,OUT035,3977.9749
NCG19,OUT045,3360.2305
FDZ07,OUT046,1395.762
FDF08,OUT027,2557.2356
FDO04,OUT013,1049.0284
FDK41,OUT018,1102.9208
FDP15,OUT049,5360.2676
NCD43,OUT018,1325.0466
NCP18,OUT013,1997.7104
FDZ51,OUT046,1243.5216
DRH13,OUT035,1651.7137
FDF38,OUT045,586.9078
NCI43,OUT045,739.8086
FDM38,OUT027,1860.7382
FDS03,OUT013,1150.2593
DRJ47,OUT017,2811.5493
FDT50,OUT010,146.2044
FDV02,OUT046,2989.8887
NCG18,OUT017,1829.6046
FDW52,OUT046,3082.1113
FDS40,OUT035,656.1448
FDN31,OUT017,2996.2322
FDA37,OUT045,1875.0062
FDA15,OUT046,4563.3306
FDL39,OUT046,2087.1301
FDJ53,OUT045,1736.469
FDX22,OUT013,3296.856
NCZ42,OUT045,4792.782
FDD56,OUT027,3720.1067
FDD40,OUT017,3253.8176
FDS50,OUT013,4095.8228
NCN14,OUT013,3590.7205
FDT15,OUT013,3039.4521
NCS18,OUT027,2773.2798
NCO26,OUT010,263.6898
FDF58,OUT018,694.5086
NCB19,OUT013,1669.6606
FDH26,OUT017,2347.0767
DRB24,OUT027,5379.5205
FDA49,OUT018,1194.7432
FDB32,OUT045,2045.165
FDI36,OUT017,3531.235
NCA17,OUT010,268.453
FDH22,OUT013,2007.5771
NCM26,OUT018,2104.639
FDT15,OUT027,5933.827
FDB16,OUT018,1250.1625
NCP54,OUT027,4258.539
FDJ36,OUT013,1501.0884
FDO28,OUT045,2026.0206
FDU09,OUT013,737.1584
FDF29,OUT017,2379.864
FDY08,OUT013,1811.247
DRJ59,OUT018,285.4747
FDT23,OUT027,1565.2776
FDU15,OUT018,361.2596
FDT47,OUT013,1555.7273
FDI53,OUT019,407.8049
FDR59,OUT018,3458.926
FDD53,OUT035,683.787
FDY51,OUT017,3150.01
FDT04,OUT049,572.9349
FDU51,OUT049,3820.754
FDG14,OUT035,3695.337
NCU06,OUT045,4458.7427
DRG25,OUT046,3777.296
DRH49,OUT035,956.0624
FDN15,OUT035,2119.6216
FDL43,OUT018,791.2561
NCT18,OUT049,3884.0637
NCB31,OUT013,3671.6897
FDK57,OUT035,2176.6694
FDY04,OUT019,517.059
NCP54,OUT046,2587.3813
FDF41,OUT013,3538.6353
FDM01,OUT045,2299.5613
FDW03,OUT045,2404.4153
FDF28,OUT045,2054.2249
FDY37,OUT017,2686.1853
FDQ03,OUT017,2952.9392
FDP51,OUT027,3041.9204
FDJ40,OUT017,2015.6802
FDC32,OUT049,935.829
DRI49,OUT027,1840.0706
NCW54,OUT017,897.9388
FDF09,OUT017,576.9165
FDP45,OUT018,3270.2625
DRJ23,OUT018,4054.2727
FDS59,OUT017,2636.5854
FDY08,OUT046,2542.402
FDX16,OUT049,3146.949
FDY16,OUT018,2533.9
FDK32,OUT035,2897.368
FDQ22,OUT013,538.9198
NCC31,OUT018,2743.22
FDG58,OUT049,2172.599
DRF48,OUT013,2445.1406
DRH36,OUT049,921.8549
NCR30,OUT035,950.0742
FDB03,OUT019,497.7298
FDZ28,OUT027,4090.7117
FDR35,OUT017,2598.7195
DRD15,OUT027,6544.4907
FDJ33,OUT019,353.8508
FDA56,OUT010,165.594
FDP56,OUT046,730.2146
NCT30,OUT046,775.9288
FDK15,OUT017,1459.6748
FDH44,OUT018,1546.9028
FDV01,OUT013,2538.1711
DRG03,OUT017,2436.8838
FDG50,OUT027,2311.871
FDR16,OUT010,749.346
FDZ60,OUT046,1029.1415
DRG03,OUT045,2385.1606
FDS56,OUT018,3623.8936
FDU33,OUT045,875.8513
DRD27,OUT035,1269.7432
FDW22,OUT046,3724.8164
DRA24,OUT045,3131.3623
FDF38,OUT049,607.067
FDX48,OUT013,3056.1309
FDS58,OUT018,2517.7126
FDC32,OUT046,889.2216
NCQ29,OUT045,3726.1492
DRK39,OUT018,1246.1326
NCS38,OUT017,2074.2502
DRO47,OUT013,1680.1342
DRG27,OUT027,771.7003
FDC57,OUT027,5463.371
FDS55,OUT046,3027.5088
NCJ06,OUT018,1687.7126
FDO01,OUT019,212.8051
NCM55,OUT045,2980.2092
FDC52,OUT049,2238.6018
FDQ15,OUT045,1112.9862
NCT30,OUT027,1215.2881
NCR42,OUT027,1042.8204
FDD28,OUT035,395.4008
FDQ34,OUT049,1443.7715
FDZ12,OUT027,2746.1614
DRE13,OUT019,236.5288
NCN07,OUT019,262.5355
FDM28,OUT035,2507.4968
FDI10,OUT017,3096.194
FDQ25,OUT013,2092.022
FDA38,OUT010,412.1142
DRI13,OUT049,3644.2173
FDY20,OUT027,2607.5571
NCZ53,OUT035,3050.0015
NCM31,OUT013,3404.73
DRB01,OUT017,3250.2961
DRF37,OUT046,4965.6064
NCF42,OUT049,2513.2783
FDF16,OUT018,2586.0647
FDB41,OUT013,705.6982
FDR34,OUT013,4156.413
FDR15,OUT018,2207.3433
NCV42,OUT019,256.0672
FDW51,OUT035,3394.2651
FDU36,OUT017,1422.2563
FDX60,OUT049,1406.9025
FDY03,OUT035,2112.0518
FDW55,OUT045,4409.9243
FDT01,OUT010,668.573
FDG58,OUT013,1993.7166
FDK21,OUT017,4727.8516
NCS41,OUT019,274.8615
FDS10,OUT045,3185.297
NCT53,OUT046,2238.9888
FDJ28,OUT018,2208.333
FDX44,OUT045,1395.3928
FDT20,OUT018,473.5525
FDO44,OUT017,1674.715
NCX17,OUT049,3518.371
FDY01,OUT017,1922.1594
FDJ12,OUT027,5191.963
DRK35,OUT018,483.946
FDD47,OUT019,224.5566
NCM53,OUT035,1987.836
FDO45,OUT013,1063.8722
NCM42,OUT010,274.8717
FDE04,OUT046,3099.0789
NCI30,OUT027,4650.454
FDZ19,OUT013,3101.8096
FDW57,OUT013,2911.5938
FDA25,OUT013,1697.823
FDT22,OUT046,1270.6835
FDP51,OUT013,2262.6074
FDD48,OUT027,2449.4226
FDY39,OUT035,3705.3923
FDO48,OUT010,993.2884
FDD23,OUT027,4925.742
DRN35,OUT027,896.0778
FDT01,OUT035,2678.579
FDC20,OUT010,239.0792
DRJ35,OUT035,1050.3966
FDB32,OUT046,1848.4534
FDL24,OUT046,2553.3303
NCV42,OUT035,1886.3546
FDZ46,OUT046,2223.7034
FDC15,OUT013,1979.582
FDD08,OUT019,68.9384
FDY50,OUT049,1122.2096
FDD36,OUT013,2193.3062
FDG57,OUT027,1546.825
FDL21,OUT018,419.2855
FDN16,OUT027,2959.4229
FDJ09,OUT027,816.1339
FDS01,OUT010,332.4406
FDV33,OUT017,4154.0435
DRE12,OUT017,1139.4083
FDR07,OUT013,1326.9982
FDP48,OUT010,431.4498
NCB55,OUT035,626.4897
FDQ08,OUT013,758.0124
FDR34,OUT035,4704.642
FDO33,OUT046,1184.2104
FDP13,OUT045,824.8594
FDX12,OUT049,3762.9568
NCT06,OUT049,2671.747
FDR16,OUT019,430.515
FDE36,OUT046,2522.8455
FDZ36,OUT049,3882.0872
FDV13,OUT045,1521.5302
NCZ17,OUT035,644.3344
FDU56,OUT045,3329.3901
FDM09,OUT035,2428.8381
FDV02,OUT017,2726.8062
FDS34,OUT018,1439.9185
FDA11,OUT049,1338.5809
FDP09,OUT017,5194.946
FDB29,OUT027,2405.542
FDT19,OUT017,2923.6938
DRH15,OUT017,803.1465
FDY38,OUT046,2820.9119
FDF14,OUT027,3138.027
FDN48,OUT010,254.3538
FDQ12,OUT013,3134.3809
NCJ43,OUT045,2348.7188
FDE17,OUT019,286.9119
FDB05,OUT035,3541.81
FDH10,OUT045,1743.502
NCR06,OUT017,672.0851
FDU32,OUT018,1469.6711
FDD56,OUT049,2663.3694
FDO36,OUT018,2387.8945
FDH16,OUT010,144.7508
FDX10,OUT018,273.044
FDZ37,OUT017,1420.5122
FDU31,OUT010,563.5595
DRC49,OUT049,1856.6682
FDL15,OUT045,2295.5059
FDN32,OUT019,481.1834
DRH59,OUT027,2032.1758
NCU29,OUT049,2901.162
FDR37,OUT019,354.4938
FDS14,OUT018,2185.318
FDU02,OUT027,5412.921
FDJ08,OUT035,3179.8438
NCZ06,OUT045,3152.1084
FDO31,OUT049,1298.9994
FDH31,OUT018,1162.5482
FDS58,OUT017,2935.8953
NCA53,OUT027,651.0312
FDF50,OUT046,1941.1425
NCW42,OUT049,3530.6577
NCQ17,OUT045,2193.0352
FDK51,OUT018,4850.559
NCW41,OUT010,269.6956
NCR29,OUT017,756.2606
FDB08,OUT019,331.3398
FDA40,OUT027,2437.0366
FDL14,OUT018,2507.2222
FDB47,OUT046,2811.1655
FDO03,OUT035,4432.699
DRK13,OUT019,252.4137
FDX13,OUT010,759.1566
FDF52,OUT046,3509.3464
FDT11,OUT013,2607.282
FDB08,OUT013,2458.9534
FDQ28,OUT018,2613.6516
FDD29,OUT045,5448.52
NCQ29,OUT027,4551.143
NCO02,OUT013,1102.5034
FDR56,OUT010,351.2868
NCM54,OUT049,1830.4229
FDP51,OUT035,2254.41
FDT38,OUT013,839.5753
FDZ20,OUT018,2523.6235
FDJ53,OUT013,1566.8997
FDX13,OUT049,3783.2244
FDP58,OUT035,3746.609
NCK31,OUT019,168.8404
FDA35,OUT018,1581.4192
FDV37,OUT018,2157.6648
NCO07,OUT027,3953.4563
FDA20,OUT045,2732.4456
FDZ59,OUT035,3477.5332
NCY17,OUT017,574.6488
FDQ28,OUT035,2776.8657
FDV35,OUT017,3264.096
FDQ36,OUT013,464.5503
FDD34,OUT018,2524.6978
FDK51,OUT045,4342.883
FDV31,OUT035,1400.9585
FDR04,OUT035,1553.4138
FDR14,OUT049,596.7318
DRC36,OUT010,364.7148
FDE39,OUT019,379.79
FDP57,OUT049,1798.004
FDE57,OUT046,2545.7944
NCN18,OUT046,2028.8906
NCQ05,OUT018,2586.6833
FDW47,OUT035,2478.9055
FDV46,OUT035,1650.276
NCP29,OUT045,875.8062
FDE09,OUT018,1552.4819
NCU06,OUT027,6998.4126
FDT19,OUT010,523.2093
DRF15,OUT017,2643.0464
DRI51,OUT013,2824.6594
NCX54,OUT013,1780.9445
DRE01,OUT013,4969.129
NCB07,OUT045,3203.8872
FDU50,OUT035,1297.8505
FDG40,OUT035,684.0278
FDW10,OUT018,3206.7844
FDX51,OUT013,2673.1267
NCP17,OUT045,1226.3375
FDP21,OUT035,3233.022
FDL04,OUT045,1789.0739
FDV23,OUT013,1926.6676
FDF24,OUT046,1607.0201
FDH56,OUT027,3387.5063
FDB51,OUT049,1053.1179
FDI58,OUT027,1924.6184
FDR20,OUT013,546.0274
FDC51,OUT018,1645.6635
FDB16,OUT027,1781.3754
FDE40,OUT049,1159.1246
NCM17,OUT035,528.3434
FDU56,OUT035,3138.2422
FDS32,OUT019,304.6723
FDX02,OUT049,3754.0
FDT39,OUT027,4840.4385
FDE35,OUT017,709.8054
NCI42,OUT019,1011.7612
DRL23,OUT046,1722.9108
FDA10,OUT046,1277.4529
FDA11,OUT013,995.5472
NCM06,OUT046,2630.6047
NCT05,OUT035,3836.3564
NCQ02,OUT010,498.9842
NCY06,OUT049,2831.2786
FDY56,OUT035,5153.8784
FDL02,OUT035,2253.1328
NCI06,OUT035,3513.1047
FDQ14,OUT045,2610.3525
FDQ12,OUT017,3534.441
FDP36,OUT046,924.2414
FDK21,OUT027,11405.218
FDO40,OUT045,2607.219
NCK54,OUT019,288.3689
FDY09,OUT018,2277.9421
NCW30,OUT049,3905.9312
NCC55,OUT027,920.9752
FDE58,OUT018,1585.7955
FDR39,OUT013,3909.8076
FDU28,OUT049,2732.7454
FDH08,OUT017,1535.7711
FDG35,OUT045,3180.7935
FDG22,OUT049,461.4266
FDC34,OUT035,3506.2983
FDP15,OUT018,3707.5688
FDK34,OUT010,620.4984
FDU45,OUT035,1962.2714
FDQ04,OUT027,1222.049
FDX22,OUT018,3228.3394
FDB45,OUT017,1927.1436
NCH43,OUT027,4392.209
DRE60,OUT046,4238.223
FDD17,OUT027,5898.166
NCM54,OUT017,2236.7156
NCH55,OUT013,1481.748
NCT06,OUT017,2205.9062
FDA48,OUT027,3086.1514
FDY58,OUT027,7976.8774
FDO25,OUT045,4902.435
FDN50,OUT045,1806.6014
FDH35,OUT035,1989.8531
FDK09,OUT045,3780.7056
FDO16,OUT013,1732.3546
FDW11,OUT045,1096.7166
FDU47,OUT027,4099.637
NCQ42,OUT010,199.1534
FDK55,OUT027,3265.882
FDN08,OUT049,2001.7074
FDT57,OUT045,3871.2507
FDJ12,OUT018,2786.7393
DRL59,OUT017,984.242
NCN53,OUT046,476.2292
FDO51,OUT010,81.6423
FDK56,OUT017,3190.085
FDY12,OUT035,975.8563
FDU15,OUT035,688.3266
FDQ19,OUT046,1778.0424
DRF15,OUT045,2272.538
DRE25,OUT019,190.7627
FDK57,OUT018,2205.247
FDD33,OUT010,842.891
FDR34,OUT027,3574.5151
FDU04,OUT045,1965.184
FDE35,OUT019,190.6797
NCD31,OUT035,3394.9097
FDJ56,OUT035,1345.5675
NCU53,OUT046,2254.0925
FDD39,OUT035,3201.9688
NCU17,OUT019,248.4397
FDJ20,OUT046,1751.1357
NCW41,OUT018,2394.654
FDL52,OUT035,896.8867
FDS39,OUT035,1840.0728
DRJ47,OUT045,2511.5723
FDP13,OUT010,93.402
DRK39,OUT010,181.2978
FDF28,OUT010,251.8926
FDB09,OUT045,1844.0435
FDM51,OUT046,1115.5793
DRM49,OUT018,611.7265
DRF23,OUT013,2458.3042
DRH01,OUT035,3038.76
FDH12,OUT027,1975.8123
FDA28,OUT019,318.8464
FDW37,OUT018,1459.8763
FDF02,OUT046,1622.8474
DRL37,OUT046,708.9406
NCF43,OUT046,2349.8672
FDH08,OUT010,330.7928
FDR34,OUT019,687.0928
NCK19,OUT049,3059.4858
NCD55,OUT018,442.6862
FDT27,OUT049,2900.3179
FDQ57,OUT045,2450.066
FDA47,OUT035,2639.926
DRG15,OUT027,1184.826
FDE05,OUT018,1921.926
FDN46,OUT046,2212.1917
FDX27,OUT027,2792.507
FDT51,OUT045,1644.1868
FDU33,OUT013,690.7894
FDJ16,OUT027,1322.29
FDD20,OUT019,280.6104
FDT36,OUT049,523.92
DRF15,OUT027,1808.6448
FDN52,OUT010,157.6468
FDC22,OUT027,5609.584
FDX15,OUT045,2713.2288
FDT13,OUT013,4060.4275
FDU04,OUT017,1968.5404
FDU31,OUT019,337.4991
FDW59,OUT027,1642.1232
NCO29,OUT046,3219.5662
FDL15,OUT035,2259.4717
FDI41,OUT049,2547.2478
FDQ48,OUT049,1437.5493
DRI39,OUT013,840.384
FDI08,OUT013,3630.7637
FDC21,OUT049,2057.1748
FDF58,OUT035,1217.1489
FDS08,OUT010,291.916
FDE47,OUT045,1999.431
NCP18,OUT019,217.855
NCR41,OUT013,1555.697
FDA27,OUT013,2987.2114
FDA43,OUT035,3311.9949
FDA49,OUT045,1375.6512
NCE55,OUT018,2303.3655
DRM49,OUT027,1192.011
FDF22,OUT027,4999.4087
FDQ15,OUT018,1289.1116
NCS54,OUT017,3238.75
NCY05,OUT013,580.7273
FDR45,OUT046,5836.0923
FDK57,OUT049,2244.1257
FDF41,OUT010,568.1928
FDV21,OUT046,2356.938
FDD51,OUT046,660.8896
FDF33,OUT046,2311.585
FDA38,OUT046,3868.1133
FDR56,OUT045,3652.8936
NCN41,OUT017,2516.3616
FDC60,OUT027,3277.3613
FDB47,OUT045,3010.2505
DRH01,OUT013,2822.5142
FDW08,OUT046,1787.7214
FDF38,OUT027,999.976
FDY32,OUT017,3028.625
FDG34,OUT049,1479.941
FDG47,OUT019,545.4356
NCF18,OUT035,3688.2583
FDL39,OUT019,641.631
NCH55,OUT035,2276.4482
DRJ35,OUT049,532.4876
FDS44,OUT035,4535.8877
DRE01,OUT018,3963.3188
FDY39,OUT013,3464.9963
FDY32,OUT018,2211.27
FDR33,OUT027,3426.0503
NCP50,OUT049,1163.3333
FDZ47,OUT018,1520.4684
FDU57,OUT049,2447.1155
FDY44,OUT013,2745.1025
DRH59,OUT018,686.7246
FDB03,OUT027,8459.035
FDY46,OUT045,3654.069
FDM39,OUT045,2687.0195
FDY36,OUT035,1437.811
NCM55,OUT035,3129.216
FDJ50,OUT010,217.2815
DRL60,OUT013,2484.5833
NCJ54,OUT049,3122.3586
FDX59,OUT017,499.305
FDI07,OUT013,2748.5576
DRF51,OUT010,103.0871
FDM14,OUT017,1338.7141
FDP21,OUT045,3266.865
FDE40,OUT035,1499.2289
FDE05,OUT035,2181.4294
FDM13,OUT027,3099.246
FDC34,OUT027,4356.6484
NCI55,OUT018,2014.1738
NCE43,OUT018,1663.4045
FDW58,OUT018,826.208
FDG60,OUT045,4719.9067
FDV31,OUT017,1845.8818
FDR47,OUT013,2711.275
FDM60,OUT019,100.5524
NCF06,OUT018,3406.202
NCN26,OUT027,2689.8242
FDQ59,OUT049,1264.0977
FDF09,OUT046,562.3275
NCS06,OUT017,4830.842
FDT44,OUT046,1699.9232
FDI19,OUT017,4756.725
FDT22,OUT017,1121.4131
NCF54,OUT027,4555.8403
DRG25,OUT045,4146.69
FDB59,OUT017,2714.4048
FDQ37,OUT017,4176.3535
FDP56,OUT035,766.5974
FDW44,OUT035,2222.76
FDJ26,OUT010,488.5601
FDU43,OUT018,3253.9893
FDW33,OUT045,1743.1877
NCX53,OUT027,2328.0635
FDN56,OUT010,424.861
DRF15,OUT049,2176.4055
FDO33,OUT017,2363.0452
FDZ39,OUT010,170.1866
NCJ19,OUT017,1065.8556
FDU01,OUT035,3670.28
FDT12,OUT035,4616.144
NCM18,OUT018,1328.7463
FDP19,OUT017,3288.0852
NCR42,OUT049,360.9256
FDN10,OUT046,1611.0586
FDG44,OUT017,735.845
FDQ10,OUT046,3932.871
DRH13,OUT049,1070.5527
FDT52,OUT013,3768.2295
FDM56,OUT045,1333.5254
NCO43,OUT010,253.7462
NCV29,OUT035,2907.7239
NCF06,OUT013,4954.2007
FDO50,OUT035,1652.1416
FDT59,OUT013,4300.8726
FDX40,OUT027,790.469
FDE50,OUT017,4540.6567
FDX51,OUT017,3179.1719
NCD30,OUT018,1322.304
FDK15,OUT013,1516.2877
FDL12,OUT045,1635.766
FDK46,OUT017,4602.1694
DRH49,OUT010,124.854
FDQ57,OUT046,2495.7078
FDY59,OUT017,1450.0417
FDO09,OUT018,4301.882
NCG30,OUT035,1452.6176
FDM09,OUT017,2535.9077
NCN17,OUT027,2300.9722
NCS42,OUT013,1286.8398
FDD02,OUT019,241.3296
FDE34,OUT013,4155.7837
FDU38,OUT045,3938.3984
FDB33,OUT046,3288.1008
NCJ29,OUT017,1407.3263
FDZ27,OUT035,502.8155
FDI40,OUT013,1191.041
FDG22,OUT013,613.5936
FDT51,OUT017,1650.4508
FDF20,OUT018,2611.8508
FDV50,OUT035,1344.3076
FDT02,OUT049,582.5224
DRC49,OUT017,2353.4653
FDF26,OUT049,2677.283
FDV52,OUT035,1911.2347
FDX59,OUT049,519.9302
FDV25,OUT035,5260.7974
FDW23,OUT027,970.6665
FDE53,OUT018,1299.4128
FDA19,OUT017,1759.452
FDH22,OUT046,1789.5626
NCO41,OUT013,1616.343
FDX12,OUT017,4912.546
FDF17,OUT013,2492.563
FDS11,OUT045,4737.344
FDR51,OUT035,2869.973
FDT49,OUT010,160.8419
FDC56,OUT013,2605.5083
FDR13,OUT027,2637.5344
FDQ60,OUT035,2282.2773
FDN38,OUT049,4278.665
NCL29,OUT013,2862.7031
FDO13,OUT027,3705.2007
FDE26,OUT018,2586.9155
FDA31,OUT010,453.5682
FDX14,OUT035,1332.0631
FDA34,OUT045,3079.433
FDF26,OUT013,2699.5347
FDE38,OUT045,2945.6414
DRI11,OUT046,2062.4434
FDQ60,OUT027,1994.9744
FDL21,OUT027,804.6536
DRC12,OUT027,6555.16
FDC47,OUT046,3962.3755
FDE57,OUT045,2415.764
FDT14,OUT045,2656.8894
NCZ53,OUT046,3456.294
FDE28,OUT018,4371.9976
FDR19,OUT035,3068.0598
NCF54,OUT019,336.5026
FDZ08,OUT046,1251.1678
NCJ05,OUT018,2206.7314
FDF59,OUT046,1590.1627
NCO05,OUT035,2270.8306
FDW24,OUT018,651.0514
NCX42,OUT018,2885.7932
NCA53,OUT035,704.1183
FDI45,OUT019,280.5516
FDG46,OUT046,2297.1108
FDM20,OUT010,659.6963
FDW11,OUT010,186.0221
FDX08,OUT035,3055.4583
NCK17,OUT035,604.9768
FDK32,OUT018,2447.4575
NCA42,OUT035,3326.8965
DRI01,OUT035,2986.2036
NCL55,OUT049,4781.4717
DRE25,OUT018,1426.1731
FDD14,OUT017,2700.6272
FDB10,OUT046,3468.538
DRN11,OUT035,2327.5784
FDP38,OUT018,509.5918
NCA30,OUT017,3692.532
FDT15,OUT017,3141.0496
NCP55,OUT018,674.1376
FDF12,OUT035,2639.958
FDM21,OUT018,4704.024
FDX56,OUT035,3725.129
FDF10,OUT017,2207.9143
FDT32,OUT045,3011.1992
FDM51,OUT018,1129.5096
NCR50,OUT018,2666.2883
FDI19,OUT049,4052.2483
FDX21,OUT017,1844.3292
FDR31,OUT035,2699.981
FDY02,OUT013,3336.7847
NCA29,OUT045,4353.3706
NCX17,OUT046,2502.812
FDM12,OUT045,2382.571
FDI53,OUT027,2917.6519
NCU30,OUT049,3026.145
FDC56,OUT027,3258.4683
FDK27,OUT018,1329.2621
NCK18,OUT017,3434.4463
FDB52,OUT019,343.3375
DRG25,OUT027,4796.4995
FDZ13,OUT049,728.2402
FDB57,OUT019,700.1928
FDR40,OUT046,1426.671
NCO14,OUT019,152.724
NCN19,OUT045,3291.2075
